"","Raw_NS.1","Raw_NS.2","Raw_NS.3","Raw_NS.4","Raw_NS.5","Raw_NS.6","Raw_NS.7","Raw_NS.8","Raw_NS.9","Raw_NS.10","Raw_NS.11","Raw_NS.12","Raw_NS.13","Raw_NS.14","Raw_NS.15","Raw_NS.16","Raw_NS.17","Raw_NS.18","Raw_NS.19","Raw_NS.20","Raw_OA.1","Raw_OA.2","Raw_OA.3","Raw_OA.4","Raw_OA.5","Raw_OA.6","Raw_OA.7","Raw_OA.8","Raw_OA.9","Raw_OA.10","Raw_HS.1","Raw_HS.2","Raw_HS.3","Raw_HS.4","Raw_HS.5","Raw_HS.6","Raw_HS.7","Raw_HS.8","Raw_HS.9","Raw_HS.10","Raw_MA.1","Raw_MA.2","Raw_MA.3","Raw_MA.4","Raw_MA.5","Raw_SCO.1","Raw_SCO.2","Raw_SCO.3","Raw_SCO.4","Raw_SCO.5","Raw_SCO.6","Raw_SCO.7","Raw_SCO.8","Raw_SCO.9","Raw_SCO.10",">>NormaExpression","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","NS.7","NS.8","NS.9","NS.10","NS.11","NS.12","NS.13","NS.14","NS.15","NS.16","NS.17","NS.18","NS.19","NS.20","OA.1","OA.2","OA.3","OA.4","OA.5","OA.6","OA.7","OA.8","OA.9","OA.10","HS.1","HS.2","HS.3","HS.4","HS.5","HS.6","HS.7","HS.8","HS.9","HS.10","MA.1","MA.2","MA.3","MA.4","MA.5","SCO.1","SCO.2","SCO.3","SCO.4","SCO.5","SCO.6","SCO.7","SCO.8","SCO.9","SCO.10",">>DiffResult","NS_mean","OA_mean","HS_mean","MA_mean","SCO_mean","Log2FC(Max/Min)","ANOVA_pvalue","MA-HS","NS-HS","OA-HS","SCO-HS","NS-MA","OA-MA","SCO-MA","OA-NS","SCO-NS","SCO-OA","ANOVA_p.adjust","Diff"
"ACP3-N333-H8N2",,4409906.436,,,,,1510907.381,,,,3827473.137,3224406.673,,4242884.399,,8288548.34,7326275.264,,,,12781717.75,14558343.87,2640889.825,14716976.34,10775767.04,6861240.669,1799453.863,,50176968.95,3211867.843,,1923767.313,,3834939.628,,,,,,2064015.05,8716930.924,5637565.237,1897300.542,7083551.868,,,,,,,8775156.538,,,,,">>NormaExpression",0,22.0723169432418,0,0,0,0,20.526984749824,0,0,0,21.8679611985064,21.6206027296395,0,22.0166142810598,0,22.9826881929845,22.8046486734812,0,0,0,23.6075785118718,23.7953430098873,21.3325932307358,23.8109780567761,23.3612873648958,22.7100382517879,20.7791284838998,0,25.5805220171807,21.6149815507794,0,20.8755036294441,0,21.8707728116279,0,0,0,0,0,20.9770227586732,23.0553890120219,22.4266410483317,20.8555175567588,22.7560417176819,0,0,0,0,0,0,23.0649935952828,0,0,0,0,">>DiffResult",7.69459083843686,20.6592450477814,6.37232991997452,17.8187178669588,2.30649935952828,18.3527456882532,0.000360578565350213,0.197505642897046,0.996331037377803,0.0124910374181691,0.873254239039985,0.224139967612041,0.982023213143851,0.0345675622393263,0.00792069192897082,0.590843231817733,0.00069138065409835,0.00239155727452663,"YES"
"ACP3-N94-H3N3F1",,,,,,,,,,,,,,,,99886.80128,,,,,100067.4916,175448.9926,,88625.87567,187460.0556,,,,815280.4344,124591.64,,,,36431.58803,,,,,,,,,,,479586.9294,,,65766.26474,,,,,,,,">>NormaExpression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6080208803155,0,0,0,0,16.6106282611166,17.420700361328,0,16.4354566349473,17.5162313861602,0,0,0,19.6369386367567,16.9268593216983,0,0,0,15.1529418617404,0,0,0,0,0,0,0,0,0,0,18.8714358229014,0,0,16.0050820493946,0,0,0,0,0,0,0,">>DiffResult",0.830401044015775,10.4546814602007,1.51529418617404,3.77428716458028,1.60050820493946,9.62428041618493,0.00171033749369126,0.95480201772238,0.998138761588325,0.0108792504122723,0.999999737542997,0.852314090005317,0.244874018150297,0.960558043002142,0.000887937627118918,0.99706025923781,0.0119186778909689,0.00793406559573445,"YES"
"ACP3-N94-H4N3",278599.6792,,324175.6802,,415611.0195,,214630.2658,,313987.6296,,269649.0439,,,327751.6696,355589.6071,461869.779,,,452006.6122,,713730.6182,1106822.312,1166493.619,731646.3932,901091.2038,180571.8085,419130.4579,446293.6991,2298975.925,508066.197,,,,388556.3716,,388062.7934,172685.6277,,,,,,,2100295.696,1186930.068,,,,,92918.21852,274727.9843,,,,208637.432,">>NormaExpression",18.0878392495234,0,18.3064207880873,0,18.6648778520242,0,17.7115007263422,0,18.2603527905069,0,18.0407287431613,0,0,18.3222480059227,18.4398576904233,18.8171297490816,0,0,18.7859875435169,0,19.4450221595033,20.0779935048616,20.1537482215585,19.4807890045809,19.7813152110628,17.4622211358287,18.6770432814055,18.7676371454058,21.132560555017,18.9546597949922,0,0,0,18.5677681068199,0,18.5659343094695,17.3977968439404,0,0,0,0,0,0,21.0021617122694,20.1788047210333,0,0,0,0,16.5036894002259,18.0676495992663,0,0,0,17.6706454067377,">>DiffResult",9.17184715692949,19.3932990014216,5.45314992602298,8.23619328666055,5.22419844062298,14.1691005607986,0.00260336867966599,0.973768416437755,0.783523647828753,0.0045745933988266,0.999996767232454,0.99943605429496,0.126065352424781,0.96508557691284,0.0227546577208786,0.744309326217672,0.00381305900205253,0.0106783789001037,"YES"
"ACP3-N94-H4N3F1",,243814.9137,,,86397.84626,,232727.7163,,150115.8782,154027.2565,216955.4236,,,,283928.4778,714979.0168,,,296059.2656,,673990.2759,1061897.017,965496.4485,391629.3388,1558224.964,230631.2162,577816.6315,320084.4274,3422076.944,392270.6504,,117067.2278,170571.0946,502246.0565,494730.6005,499435.5263,,,,,195461.5962,,,3258972.661,2654891.886,,,218748.1422,,222133.7177,739585.3111,,,,,">>NormaExpression",0,17.8954327671989,0,0,16.3987244268214,0,17.8282897097076,0,17.1957266680943,17.2328355121945,17.7270457762341,0,0,0,18.1151731131017,19.4475433945566,0,0,18.1755313531034,0,19.3623703918124,20.0182137879773,19.8809129210376,18.5791330063368,20.5714730283361,17.8152345264796,19.1402547013395,18.2880974709194,21.7064411895085,18.5814935495785,0,16.836990057407,17.3800221171354,18.9380376782728,18.9162865276196,18.9299418110911,0,0,0,0,17.5765330336852,0,0,21.6359862615976,21.3402222247212,0,0,17.7389178340276,0,17.7610753654727,19.4963589967845,0,0,0,0,">>DiffResult",8.00081513605063,19.3943624573326,9.10012781915259,12.1105483040008,5.49963521962848,13.8947272377041,0.00582148574737101,0.966646282929787,0.997243497471757,0.0674304346438722,0.877429916678122,0.869136914804998,0.527901164398532,0.619127561831076,0.00949957507571186,0.941084091977641,0.00541458595595989,0.0197828977868509,"YES"
"ACP3-N94-H4N4S1",,,,,,,981138.7389,,,,,,,141086.2745,,,259094.9332,,,,484185.8458,,687091.9668,482247.9233,1147811.453,,,,,501367.3068,,,,184637.7979,,505507.059,199943.7525,,,,382490.6906,375321.8826,,6006787.94,5794429.238,791842.5123,,,538513.3704,,1223136.861,,,,841642.3753,">>NormaExpression",0,0,0,0,0,0,19.9040991014633,0,0,0,0,0,0,17.106228342998,0,0,17.9831268454228,0,0,0,18.885204359728,0,19.3901457898808,18.8794184916609,20.1304555012064,0,0,0,0,18.9355112758189,0,0,0,17.4943462108262,0,18.9473745667365,17.6092418929113,0,0,0,18.5450688809078,18.5177727252457,0,22.5181625422339,22.4662353784035,19.5948558209847,0,0,19.038625318423,0,20.2221555898469,0,0,0,19.6828495323437,">>DiffResult",2.7496727144942,9.6220735418295,5.40509626704741,16.4094479053582,7.85384862615983,13.659775190864,0.027088640448067,0.155579049999532,0.931818984909094,0.811365169889018,0.969081163113366,0.0218067657282285,0.610963466076917,0.382850094796847,0.258342944922143,0.553449850428321,0.990769737181558,0.0659721264245632,"NO"
"ACP3-N94-H5N4",86713.30699,,93963.831,,,,675369.8156,169250.8521,,,,216621.8222,,,,,,,503243.1804,,1139850.694,1407263,1516467.01,1175019.189,2292269.846,811112.1164,790297.3734,976532.2962,4194261.279,866720.563,,,390256.8894,348921.1249,345406.2997,644435.2473,,202281.6256,,,482154.1876,,,7646461.69,6016758.367,400143.1903,,358480.3462,456287.7288,237880.0414,1270916.778,159015.386,,208874.1999,460404.895,">>NormaExpression",16.4039824228314,0,16.5198332678737,0,0,0,19.3653203128008,17.3688120955391,0,0,0,17.7248257198774,0,0,0,0,0,0,18.9408990581128,0,20.1204146970043,20.4244615700828,20.5322836338533,20.1642541144719,21.1283460868463,19.6295435986075,19.5920379132391,19.8973097099915,21.9999856493523,19.725209072041,0,0,18.57406827226,18.4125455551204,18.397939046967,19.2976781173473,0,17.6260128841147,0,0,18.8791380448473,0,0,22.8663610700947,22.5205552284058,18.6101604373023,0,18.4515385237826,18.7995874913473,17.8598807711343,20.2774392675595,17.278815911537,0,17.6722816834275,18.8125467801763,">>DiffResult",5.31618364385176,20.321384604549,9.23082438758094,12.8532108686696,14.7762250866267,15.0052009606972,0.000284493045987167,0.924981413440525,0.725484707976554,0.0284470583493961,0.550273147464418,0.353945092388864,0.455851141489708,0.99250080292686,0.000153769277664861,0.0320320759842884,0.550315103160566,0.00201559012581211,"YES"
"ACP3-N94-H5N4F1",,,,,86086.15556,,607646.9956,,,,,234700.3363,,,155094.0566,270118.8634,,,,,205441.4751,544837.3631,1516908.974,1146707.26,2576716.934,1447781.412,659597.2146,839166.4684,1676131.72,241631.3603,,,610854.9389,161946.7821,,,,259216.113,,,96092.37963,,,6080185.65,4739965.521,416131.909,,613562.2771,634175.1247,264262.9406,1631171.075,190116.6178,,311136.899,590829.7368,">>NormaExpression",0,0,0,0,16.3935103791666,0,19.2128763012871,0,0,0,0,17.8404665304773,0,0,17.2427931780105,18.0432402074899,0,0,0,0,17.6483749632061,19.0554687642507,20.5327040359785,20.1290669638276,21.297103187433,20.4654133646207,19.3312279681315,19.6785992251741,20.6767049587582,17.8824541530982,0,0,19.2204726568701,17.3051691847728,0,0,0,17.9838014396704,0,0,16.552149419248,0,0,22.5356841816273,22.176445438541,18.6666848598484,0,19.2268526118879,19.2745240386883,18.0116200539123,20.6374775516526,17.5365327041349,0,18.2471946114152,19.1723853558467,">>DiffResult",4.43664432982157,19.6697117584478,5.45094432813133,12.2528558078833,15.0773271787386,15.2330674286263,2.47105917756318e-05,0.500958370241303,0.997076017529098,0.00132816045753748,0.0559987052348315,0.271136767443064,0.413286708198904,0.962605840651109,5.28462691576914e-05,0.00721848512252143,0.675540804130373,0.000307305125379931,"YES"
"ACP3-N94-H5N4S1",,,,,,213969.6774,9679330.217,370780.7971,,,,3372556.059,,1336679.65,,1199384.205,,,,520478.6208,,7305234.152,,,31140662.49,6585162.504,,,18284317.55,,,,3763663.386,,,3287481.284,,368043.4651,278694.0835,,,,1412606.382,50390546.87,,6425361.792,1496361.647,823201.3832,1080905.95,728149.1205,13617539.65,1594020.87,421922.8781,3219635.27,7460211.104,">>NormaExpression",0,0,0,0,0,17.707053577287,23.2064759388024,18.5002108934861,0,0,0,21.6854114211085,0,20.3502233977372,0,20.1938636510051,0,0,0,18.9894821508407,0,22.8004992827587,0,0,24.8922963473419,22.6507878311395,0,0,24.1241035231656,0,0,0,21.8437065549249,0,0,21.6485516891727,0,18.4895205496974,18.0883280263126,0,0,0,20.4299291101904,25.586649806271,0,22.6153464840887,20.5130284274544,19.6508876333279,20.0438109031724,19.4738763915829,23.6989628380149,20.6042399925824,18.6866232112988,21.6184662821649,22.8307852181745,">>DiffResult",7.03163605151335,9.44676869844057,8.00701068201076,9.20331578329229,20.9736027381862,13.9419666866728,0.0108782462919334,0.999443350840817,0.999024042667089,0.997447166547943,0.0376017007681718,0.991902997567515,0.999999022375089,0.203104756202084,0.968901857894491,0.0053243248394782,0.0823303983543796,0.0330303114682341,"YES"
"ACP3-N94-H5N4S1F1",,1989436.393,244310.6741,,,,,,,,251447.9686,2869729.798,,,8944901.826,17848717.85,,,,,16517059.8,,24313303.4,15695661.88,,7583674.919,,,100041816.5,,912954.4518,1011432.204,,,,4502433.011,5546387.91,1702986.477,,,10256440.1,,629325.0665,17664762.16,,982781.6836,,,,,9543593.01,255250.5771,677168.5886,595368.4244,1403377.129,">>NormaExpression",0,20.9239290678886,17.8983632769031,0,0,0,0,0,0,0,17.9399061101811,21.4524839770941,0,0,23.0926343787999,24.089317188041,0,0,0,0,23.977453647184,0,24.5352426463286,23.9038626242239,0,22.854465882711,0,0,26.5760279319905,0,19.8001849392079,19.947969615429,0,0,0,22.1022737010469,22.4031173502989,20.6996363954525,0,0,23.2900268787748,0,19.2634481745873,24.0743710706615,0,19.9065129124131,0,0,0,0,23.1861012405826,17.9615603494177,19.3691576583007,19.1834256073343,20.4204723532876,">>DiffResult",6.26983169994539,12.1847052732438,10.4953182001435,13.3255692248047,12.0027230121336,7.05573752485932,0.487740168023233,0.989716014324041,0.857707454842126,0.996909183253474,0.998017178606412,0.702666252939728,0.999702325606098,0.999465250143833,0.637702962097443,0.664314140202921,0.999999558793947,0.569598657761398,"NO"
"ACP3-N94-H5N4S2",,13040470.63,,,,224716.9114,6214727.537,3838686.636,,,4883425.105,,5986474.066,306914.7846,7977696.075,10976684.14,5111259.994,,,,13042799.36,,17053223.78,14585259.75,22829885.45,4244912.42,356058.0847,7784630.347,35985680.39,4688573.424,4256294.106,263805.9283,3930936.955,,,15721616.31,237410.366,2001635.65,,,7794644.93,,,4768579.381,,,,,,,1412143.501,,,3929134.952,,">>NormaExpression",0,23.6364927121515,0,0,0,17.7777555952078,22.5672599442098,21.8721817384363,0,0,22.2194622356366,0,22.5132753400023,18.2274833195848,22.9275409125171,23.3879391034252,22.2852478302252,0,0,0,23.6367503214908,0,24.0235412441767,23.7980078426567,24.4444203481969,22.017303697941,18.4417571373442,22.8921972892389,25.1009196402983,22.1607179027124,22.021166751461,18.0091229286881,21.9064421621067,0,0,23.9062463019797,17.8570294796749,20.9327486799523,0,0,22.894052059645,0,0,22.1851284053411,0,0,0,0,0,0,20.4294562926426,0,0,21.9057806566634,0,">>DiffResult",10.8707319365698,20.6515615424056,12.4632756303863,9.01583609299722,4.2335236949306,16.418037847475,0.0169637138771999,0.97262621413762,0.99446093654636,0.397140749775415,0.392002639413897,0.996275613803615,0.251872644541292,0.91403608921035,0.118183314914023,0.464501110741232,0.00692484198464616,0.0455875437297624,"YES"
"ACP3-N94-H5N4S2F1",4993013.683,,,4590394.68,2224378.892,4320396.741,4967389.221,3732800.93,477334.2716,8020770.891,,7066024.318,346937.6384,4608297.69,,29555105.78,4920575.486,,7229784.396,,15721190.24,19195832,25751258.08,9841879.959,26527788.47,8096862.483,,8852166.004,52135948.9,11624398.14,5811984.652,4362845.529,9141740.101,12209593.19,,,5053285.361,3672407.569,4619476.807,,8106575.35,5156578.614,2651402.092,29785878.48,,3740381.887,,9763165.253,,,,,2963331.256,,2051119.885,">>NormaExpression",22.2514797185438,0,0,22.1301870848304,21.0849717699309,22.0427327040634,22.2440566536851,21.8318275276871,18.8646434194217,22.9353096526043,0,22.7524674878264,18.4043209963061,22.1358027983909,0,24.81690409714,22.2303959183788,0,22.7855213931642,0,23.9062072031139,24.1942898312676,24.6181396372478,23.2305026359955,24.6610011266783,22.9489317225251,0,23.0775992384443,25.6357751779225,23.4706528100971,22.4705997107302,22.0568382945296,23.1240375309491,23.541511914512,0,0,22.2687905066299,21.80829514215,22.1392983456775,0,22.9506613190647,22.297983005104,21.3383245886888,24.8281252220072,0,21.8347545295179,0,23.2189176675956,0,0,0,0,21.4987889631596,0,20.9679810904207,">>DiffResult",15.3255310610987,21.5743099383292,15.7409371445178,18.2830188269729,8.75204422506938,12.8222657132598,0.0985101780460636,0.990919605958893,0.999971446634781,0.705850154830959,0.547823700860863,0.977513532403675,0.976173743030581,0.440515680649683,0.516609805619877,0.465839322370656,0.0526445090083656,0.170101031219865,"NO"
"ACP3-N94-H5N5S2",,,,,,,1169082.39,732140.3721,,,821155.611,339853.7112,,693950.8325,991349.9035,1508572.513,559097.453,,736085.6098,,1003545.241,1092410.681,1808766.392,742923.0465,1968738.667,,1094293,889265.9173,2667981.68,1086451.416,,,,855322.0787,1242990.663,,,,,,1049654.92,409983.4428,,,,,,,,447190.1906,,,,,1125578.081,">>NormaExpression",0,0,0,0,0,0,20.156946409415,19.4817627255894,0,0,19.6472978734994,18.3745585965976,0,19.4044760026222,19.9190362857657,20.5247535702545,19.0927428275379,0,19.48951600183,0,19.936675663478,20.0590852151518,20.7865754582202,19.5028551975304,20.9088409208078,0,20.061568963176,19.7622569896308,21.3473178701948,20.0511935586578,0,0,0,19.7061099423852,20.2453851892955,0,0,0,0,0,20.0014850554424,18.6452096409453,0,0,0,0,0,0,0,18.7705322426652,0,0,0,0,20.1022359906285,">>DiffResult",8.80455451465559,18.2416369836848,3.99514951316808,7.72933893927754,3.88727682332937,14.3543601603554,0.00447176566949839,0.939199672775031,0.633844791728759,0.00669571474005293,0.99999987311588,0.999221331157087,0.213524597960226,0.932965153737018,0.0625124893714554,0.614155150302604,0.00618687451517119,0.0160762754286432,"YES"
"ACP3-N94-H5N5S2F1",,,,,,,,437427.4804,,,,,,,,2221738.286,,,,,682122.6262,,2846209.763,,2048097.401,,841105.1703,779527.8824,3610196.768,773702.433,,273087.686,854531.1054,,1502282.101,1619788.861,,,,,,,,1730509.207,,,,,,,,,,,845090.7934,">>NormaExpression",0,0,0,0,0,0,0,18.7386876298804,0,0,0,0,0,0,0,21.0832581003343,0,0,0,0,19.3796737074435,0,21.440611067266,0,20.9658536006896,0,19.6819283934639,19.5722429517836,21.7836464399817,19.5614211496824,0,18.0590100192621,19.7047751704708,0,20.518725279595,20.6273752304849,0,0,0,0,0,0,0,20.7227660202438,0,0,0,0,0,0,0,0,0,0,19.6887485290748,">>DiffResult",1.99109728651074,14.2385377310311,7.89098856998127,4.14455320404876,1.96887485290748,12.2696628781236,0.00283139225351891,0.912727982932883,0.331959183056338,0.403220248565792,0.473782499874625,0.983078497725048,0.163348663894209,0.9874952973745,0.00226576969253811,0.999999999385044,0.0106014076680963,0.011532744057016,"YES"
"ACP3-N94-H6N5S1",,6028919.518,2421460.538,,,,6014315.664,728751.1256,,1065458.342,,,,,4900238.513,7231502.358,5167539.83,,3912864.127,,7786361.228,11536320.81,9055115.46,7328427.962,7878900.636,,5817521.538,6656189.44,26994248.31,9271050.796,2044148.17,,2934940.434,5083883.799,,5240833.066,,4192591.153,,2891481.026,,3609066.53,2290559.851,13143063.95,,1413136.106,1234490.316,,,,2907876.96,,1271985.097,,1640513.484,">>NormaExpression",0,22.5234682791206,21.2074466569726,0,0,0,22.5199693995832,19.4750686607611,0,20.0230441101556,0,0,0,0,22.2244208360566,22.7858641697053,22.3010464521052,0,21.8997939519979,0,22.8925180309351,23.4596799789805,23.110301765462,22.8050725218908,22.9095630930741,0,22.4719734641938,22.6662652802841,24.6861487612803,23.1443015904614,20.9630690488516,0,21.484900284339,22.2774999085194,0,22.3213650007673,0,21.9994110638389,0,21.4633777034078,0,21.7831947073736,21.1272694593007,23.6477984141904,0,20.4304700155695,20.2354852572364,0,0,0,21.4715352917463,0,20.2786514711581,0,20.6457169007012,">>DiffResult",9.74800612582291,20.8145824486562,13.0509623009724,13.3116525161729,10.3061858936411,11.0665763228333,0.110640079063016,0.999999041524949,0.927902124319509,0.480610748324137,0.97753449799992,0.961394880509295,0.69673184766793,0.985166253667253,0.0686513134462199,0.99992008399743,0.190068872193054,0.184242524821461,"NO"
"ACP3-N94-H6N5S1F1",,5533112.228,,1484616.235,1107097.189,,6627084.446,2173754.044,,3485244.271,2142187.791,2971484.774,514609.6939,,6599614.686,11825178.78,5722925.907,,3202715.973,573493.1142,8466018.357,12706943.6,14789929.39,6704042.361,20273561.52,4155856.281,7249560.208,6259675.428,35331917.1,14239574.63,2862854.324,,,5168250.233,8760646.126,8710696.712,2819218.334,689077.1784,,4024235.925,6297834.702,3168801.603,1898463.543,15217288.98,7578933.739,1075802.728,,,,1491084.764,10842020.03,657686.6717,,1743673.209,1361830.824,">>NormaExpression",0,22.3996600162935,0,20.5016595916989,20.0783517503428,0,22.6599430901759,21.051757944502,0,21.7328287573559,21.0306541996632,21.502753043381,18.9731219118354,0,22.6539505840915,23.4953587814542,22.4483217502837,0,21.6108648808022,19.1294191542995,23.0132523566122,23.5991138385087,23.818111926504,22.6766000495812,24.2730962891948,21.9867146798875,22.7894622455276,22.5776566533535,25.0744687366284,23.7634028157393,21.4490233341003,0,0,22.301244771669,23.0626060111813,23.0543568501837,21.4268642926261,19.3943081455981,0,21.9402838149399,22.5864246902459,21.5955063607758,20.8564016237904,23.8592081189444,22.8535636532399,20.0369834627673,0,0,0,20.5079318100032,23.3701303746104,19.3270431017656,0,20.7336990790682,20.3771171216743,">>DiffResult",14.963432272809,23.3571879591537,15.2628687220298,22.3502208893993,12.4352904949889,10.9218974641648,0.0408550488396897,0.601558597381066,0.999986922428039,0.270470397328279,0.954062552670346,0.47300000200289,0.999589111178503,0.270333434263646,0.126312183733554,0.948624340188718,0.0636589219258624,0.088817603687738,"NO"
"ACP3-N94-H6N5S2",,8207287.891,,3676280.518,5040627.026,3246861.132,13772651.06,6543835.97,8506009.788,5975050.873,6729977.609,6050235.929,3153154.354,3373875.763,6483504.03,17683862.03,5282526.819,2104378.722,6662197.272,1530900.339,6645325.035,10518781.72,15645875.42,8986537.442,19819543.58,,10958437.07,11360226.25,28697716.27,11296589.99,5172869.71,,604534.5303,8755331.858,9309447.452,7547215.172,2806121.523,2085211.054,3735052.494,2624455.118,5080994.487,4869832.444,2947178.945,14961824.21,8261730.934,2163297.426,,4842160.553,2170607.526,4517494.409,10640586.19,,2350222.788,,1160167.646,">>NormaExpression",0,22.9684743054018,0,21.8098158172002,22.2651720636743,21.6306146956474,23.715303055595,22.6417053754427,23.0200512540297,22.5105198073707,22.6821704886117,22.528560209166,21.5883648217825,21.6859758468454,22.6283425247661,24.0759301292944,22.3327970290665,21.004963622632,22.6675668596581,20.5459498787315,22.6639085525034,23.3264644234586,23.8992791391134,23.0993340750238,24.2404204763967,0,23.3855388467027,23.4374883590162,24.7744326480035,23.4293841356279,22.3025337028003,0,19.2054676077594,23.0617305970358,23.1502642656651,22.8475131666811,21.4201465716767,20.9917626741922,21.8326974749828,21.3235870446122,22.2766797520417,22.2154410000252,21.4909037186336,23.8347828461747,22.9780128195735,21.0448012674547,0,22.2072197832797,21.0496681255284,22.1070917042455,23.3430744309084,0,21.1643667058873,0,20.1459031049039,">>DiffResult",20.1151138892458,21.2256250655846,19.6135703105406,22.5591640272897,15.1062125122208,7.45295151506893,0.314693299044388,0.952535503271429,0.999798148344184,0.989023934445529,0.670104702855572,0.966197659859046,0.997570537477837,0.38258484702359,0.995419415986022,0.434334061777127,0.376920096245208,0.405150293593491,"NO"
"ACP3-N94-H6N5S2F1",2453076.959,4635420.111,2785218.917,2743062.102,5510867.216,3319319.58,5123375.354,3737352.167,5821910.527,1224145.099,8606869.71,4473242.438,2511366.803,3451001.355,7297568.974,19843915.32,6594347.553,,4868530.965,,8575769.027,13492549.42,17342193.81,9247396.532,19731425.83,3664695.191,9740257.177,9911656.236,35715098.54,12357962.27,5869379.617,3230207.281,4371022.223,8867152.412,12654922.03,12629814.72,4529274.864,1818256.839,3913662.869,4535884.782,5296421.846,3738919.985,2443212.176,9820615.514,7894580,,2321693.331,4221120.416,,2975235.212,8293695.931,1133930.831,2074949.072,2766289.479,5767944.296,">>NormaExpression",21.226161652904,22.1442689776797,21.4093598145337,21.387356379952,22.3938481970577,21.6624565409644,22.2886634427888,21.8335854691962,22.4730614849566,20.2233443199401,23.037057366554,22.092889842587,21.2600419036706,21.7185840276081,22.7989847086466,24.2421934428531,22.6527987138992,0,22.2150553835009,0,23.0318347874618,23.6856597427059,24.0477831602986,23.1406159786346,24.2339919490179,21.8052621709833,23.2155285824676,23.2406948665209,25.0900308064191,23.5589376548328,22.4847768362149,21.6231957609549,22.0595396124255,23.0800396053602,23.5931953969011,23.5903302533147,22.1108489814224,20.7941253654848,21.9000884225421,22.1129528816024,22.3365868752826,21.8341905522204,21.2203483169001,23.2273821655313,22.9124312672953,0,21.1467466120794,22.0091948967818,0,21.5045727817289,22.9835838984427,20.1129024811789,20.9846451916899,21.3995212263944,22.4596260512462,">>DiffResult",19.8529855834646,23.5050339699343,22.3349093116223,22.3061878354459,17.2600793139542,6.24495465598003,0.125921074359522,0.999999998375094,0.798588500055342,0.990914584683298,0.294404750965823,0.912525635239926,0.995411879532128,0.503757405100562,0.480457815423442,0.771803330087845,0.125003927248033,0.204731204348097,"NO"
"ACP3-N94-H6N5S3",1453182.099,,994228.5263,,1593257.162,,2597272.969,1173357.328,2822364.893,2000146.445,2851937.778,2454848.588,1058520.326,,3066899.43,8029534.788,,,2274892.807,,,1657787.418,6998326.609,1555341.794,771800.6378,,2944106.71,2062143.891,8852058.577,2796536.192,1183900.609,,,1714228.842,3239432.674,2425793.789,,,638866.3431,887510.4923,,,,,2573282.927,,,,,,,,,,,">>NormaExpression",20.4707850612674,0,19.9232194230342,0,20.603548620783,0,21.3085667715849,20.1622122298215,21.4284736011283,20.931674924489,21.4435115813922,21.2272032006689,20.0136189048997,0,21.5483498981472,22.9368851528689,0,0,21.1173677705958,0,0,20.6608284580755,22.7385787716008,20.5688011514172,19.5578705797871,0,21.4893990225942,20.9757142726332,23.0775817302635,21.4152100866161,20.1751177566204,0,0,20.7091291266642,21.6273101888768,21.2100260796283,0,0,19.2851568698967,19.7594062753802,0,0,0,0,21.2951792170201,0,0,0,0,0,0,0,0,0,0,">>DiffResult",13.6557708570341,17.0483984072988,12.2766146297067,4.25903584340401,0,17.0483984072988,0.000553515258351231,0.497038559064091,0.994841973755701,0.765447868503432,0.0308247426201118,0.249362136076459,0.0914274185380753,0.911299172921671,0.869626178519375,0.0026964836015394,0.00100761443799402,0.00330889265019211,"YES"
"ACP3-N94-H6N5S3F1",1017856.154,,456374.8916,692119.3849,2043095.984,804341.4117,,,,2626865.064,1985901.491,2411520.516,,,2020428.158,8493843.157,,,1458578.908,,,2247534.644,4844571.281,,,,2478028.979,1968320.727,8852317.656,1894318.652,1251331.621,,,,4078111.855,4460717.687,1105598.356,,,1026513.585,,,258438.808,,1585205.182,,,,,,,,,932208.3496,1236306.76,">>NormaExpression",19.957103677225,0,18.7998630566248,19.400663471248,20.9623262584736,19.617450267506,0,0,0,21.3249112129899,20.9213633567402,21.2015122514489,0,0,20.9462303367358,23.0179862080323,0,0,20.4761329954762,0,0,21.0999125651592,22.2079378675096,0,0,0,21.2407622105125,20.9085346213081,23.0776239539421,20.8532483644622,20.2550338975038,0,0,0,21.9594702694202,22.088844737461,20.0763972498085,0,0,19.9693226951221,0,0,17.9794687827847,0,20.5962390679876,0,0,0,0,0,0,0,0,19.8302944569059,20.237606494247,">>DiffResult",11.331277154625,12.9388019582894,10.4349068849316,7.71514157015446,4.0067900951153,8.93201186317409,0.335790671787964,0.989114157375236,0.999438718897572,0.982930501648191,0.642695366529589,0.956727804425448,0.889399864515216,0.965796908502928,0.994502816961695,0.375797719592,0.321235281774766,0.424826077186287,"NO"
