,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
CLU-N86-H11N7F2,26.01076652,21.20736355,23.93116904,26.54430754,26.19830572,25.07732081,23.51624512,24.43186171,24.51650862,26.86780272,23.26062355,0,0,23.92829734,26.68670918,24.06192189,24.57961072,24.62984387,23.55319467,0,27.66924317,23.42386118,18.91405062,22.90691589,24.77697552,0,24.31704261,22.6849265,27.01450132,27.63378733,21.93664664,27.16554958,0,0,21.02374222,25.84266,23.68116634,0,0,21.61815855,0,0,0,0,0,24.0635401,27.56204101,22.50740054,23.11761983,28.6651488,26.54831468,21.56232647,0,24.91176068,26.12072022,>>DiffResult,20.95009263,21.93413041,14.12679233,0,22.50588723,22.50588723,0.000163862,0.04998458,0.313759362,0.322705487,0.255395703,0.000274584,0.000535728,0.000368297,0.998631289,0.991929319,0.999909661,0.00134017,YES
CLU-N86-H11N8F1,20.1707833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0830813,22.41606808,0,23.92096193,22.24213383,22.10503726,23.77431454,0,0,>>DiffResult,1.008539165,0,0,0,14.15415969,14.15415969,1.57E-06,1,0.991881451,1,2.00E-05,0.996962078,1,0.000559141,0.991881451,5.11E-06,2.00E-05,3.33E-05,YES
CLU-N86-H4N3S1F1,17.87085516,19.00447976,0,0,19.77912588,19.10634486,0,19.14279051,20.39144259,0,20.36442047,0,19.3774489,18.58100633,18.85196327,18.84597701,0,19.09781269,0,0,0,0,0,0,0,0,18.72289177,19.65409623,0,0,0,19.54819589,0,0,19.03137011,18.21925726,0,0,0,0,19.90674221,18.84931535,0,21.98618203,0,0,19.34707673,0,19.10700762,19.33690156,21.44049456,0,0,19.32938483,20.30354313,>>DiffResult,11.52068337,3.8376988,5.679882326,12.14844792,11.88644084,8.310749119,0.156044401,0.730304458,0.517585137,0.992571849,0.597089286,0.999930262,0.51153581,0.99999852,0.246114383,0.999977593,0.338976627,0.238977038,NO
CLU-N86-H4N5F3,21.39715536,0,0,0,20.60403505,0,19.51025658,21.54183764,0,0,0,0,0,0,20.77707786,21.24378353,0,0,0,0,21.10869458,0,22.33018131,20.33389423,0,20.17007667,0,20.37793453,20.95641457,0,0,19.35447796,0,0,21.31600945,0,20.24784903,0,0,0,19.98944457,21.04239277,0,0,0,0,0,0,20.1570432,0,0,0,0,20.54011372,20.51523338,>>DiffResult,6.253707301,12.52771959,6.091833644,8.206367467,6.12123903,6.435885945,0.535301199,0.995368169,0.999999316,0.617047639,1,0.995157914,0.935429006,0.995611746,0.504398623,0.999999693,0.62114112,0.607172836,NO
CLU-N86-H4N5S2F1,20.18592455,0,0,0,20.67061359,22.1939725,0,0,20.40749195,0,20.65009795,0,0,0,20.48199458,22.37956811,0,18.57393187,20.52253811,0,0,0,19.51521536,0,0,0,0,21.71443299,0,19.82818291,0,20.52332036,0,0,0,0,0,0,0,0,21.67283135,20.05968971,20.78549582,0,0,0,0,0,0,0,0,0,0,0,19.86487865,>>DiffResult,9.303306661,6.105783126,2.052332036,12.50360337,1.986487865,10.51711551,0.085610681,0.249811047,0.267274518,0.861880658,0.999999985,0.956910675,0.712746324,0.244142209,0.897434548,0.258917243,0.854795701,0.153260163,NO
CLU-N86-H5N3+242.02,19.07457057,19.14593289,18.68512318,20.16337583,20.81617635,20.12889755,0,19.10563186,19.47690389,0,19.73292904,0,0,19.85691223,20.79556773,0,0,0,19.70337015,0,0,0,0,19.11122261,0,0,0,0,0,0,0,0,0,19.38213788,21.24175519,0,19.0276225,0,0,0,19.83924846,0,0,0,0,0,20.16267718,0,0,0,20.02055932,0,0,20.11269312,20.6097661,>>DiffResult,11.83426956,1.911122261,5.965151557,3.967849692,8.090569571,9.923147303,0.0775388,0.994857727,0.486917994,0.865587839,0.985928141,0.448995616,0.994244406,0.926731637,0.060163118,0.836208205,0.577054388,0.140560198,NO
CLU-N86-H5N4F1,0,24.8514219,0,22.13108761,22.29745129,22.57154196,21.8745638,23.36676322,21.20053399,22.31119423,21.69274873,0,0,0,0,21.74289101,21.07901242,21.54215773,19.5888349,0,21.41216593,22.08722383,23.15455341,21.2248329,0,20.1950976,22.31490676,25.92149541,22.98447014,20.69007167,0,20.60677627,0,0,0,22.03073923,0,0,0,21.21487384,22.86203611,22.43878313,23.09169646,0,0,0,20.67879691,20.70980135,20.26228952,0,20.55495866,21.42996539,0,18.61923283,19.67204551,>>DiffResult,14.31251014,19.99848177,6.385238935,13.67850314,14.19270902,13.61324283,0.07267038,0.684031635,0.271877938,0.032404292,0.4298602,0.99994273,0.785425273,0.99998273,0.59993803,0.999999796,0.703969418,0.134417207,NO
CLU-N86-H5N4F2,24.0915494,24.24169748,24.72087419,23.27542593,25.75634999,24.40343506,24.20210551,25.7441403,22.82311391,25.52041584,23.85143085,23.57183378,22.96669255,24.32522899,25.01850742,25.15800247,24.66547125,22.66820052,23.25691844,22.66048705,24.20434038,23.79015907,24.46488622,23.83740532,23.4674485,20.25244476,23.69832856,25.65099741,24.57802722,23.53679828,22.98306043,23.5147397,22.6850764,21.98132219,23.82975856,24.18744505,23.81360754,20.9033147,22.75497214,24.63198975,25.12473193,25.97116966,25.40053924,25.37477746,21.62260207,23.15639182,0,0,21.37371197,23.5481659,23.94251236,23.27041014,21.02523813,22.88579321,24.16977841,>>DiffResult,24.14609405,23.74808357,23.12852864,24.69876407,18.33720019,6.361563878,0.011518518,0.961500611,0.971875351,0.997512292,0.104168742,0.998972354,0.994050807,0.064543077,0.999228677,0.007996906,0.049156649,0.034437717,YES
CLU-N86-H5N4F3,25.73147305,25.9604594,25.79210517,25.17864643,27.30803799,26.15653408,24.18482617,27.48332835,24.51525332,27.65058731,25.57994342,25.36861651,25.37581957,25.92476408,25.84318572,26.69026478,26.44060623,24.99121518,24.72091159,0,26.03343097,25.83744468,26.64726071,25.81689567,25.27738415,23.81607147,25.52148061,25.91979359,26.45439521,24.69719859,25.55832906,25.14947431,24.30885539,24.58349131,26.381981,26.23838103,26.1696448,22.48882291,25.33153456,26.27537594,26.55941647,26.73041575,26.8837285,26.78602361,26.38442392,24.02928462,24.48549881,23.62437799,24.95149716,23.47316662,25.67268014,21.73244364,23.87219444,23.31910327,26.36735458,>>DiffResult,24.54482892,25.60213556,25.24858903,26.66880165,24.15276013,2.516041525,0.709034357,0.955531403,0.987893701,0.999522121,0.963630102,0.780884437,0.984305806,0.728118956,0.946732836,0.998733754,0.904733458,0.745378744,NO
CLU-N86-H5N4F4,25.47770034,26.21063529,24.03023388,26.31581742,25.78633549,26.21096518,22.42547933,25.29971844,23.78156057,26.76639205,25.7954822,24.05340274,25.95974062,26.19526478,27.08481432,25.43368909,26.52915447,24.79219476,24.19729353,19.34851321,26.4059364,26.02270462,26.17939152,24.64033722,25.59716925,23.90854731,25.41599123,24.72809939,26.58417975,25.81305401,25.75162019,24.75485441,22.72917772,24.69962426,26.56266442,25.22942029,25.78365882,22.04879638,25.04360203,24.5150284,24.69723917,24.2666681,23.71824672,25.87302441,25.6126485,25.31961552,25.47732359,20.12630313,22.86673087,25.45466145,26.06852054,23.58069734,24.14340811,25.57234545,26.56592629,>>DiffResult,25.08471939,25.52954107,24.71184469,24.83356538,24.51755323,1.011987841,0.637027752,0.999903292,0.971508955,0.765922096,0.998627574,0.997579362,0.92450781,0.995855819,0.946615022,0.87971755,0.597057957,0.689523557,NO
CLU-N86-H5N4F5,24.33051072,26.89102691,24.14870954,26.28257957,25.75331512,26.76852983,23.87614936,22.95271939,25.59826639,26.94672021,26.58762304,24.10071745,27.04246892,26.55616264,27.03154276,25.6350724,26.30921751,23.60386828,25.4201877,24.45926557,26.62084977,26.23795294,26.23522828,25.38376158,26.59921175,24.15322154,26.01480863,24.85217191,25.79136442,25.86734845,25.85483148,25.26779388,0,25.44146693,26.55081073,26.38949421,25.96079072,22.96324897,25.43267901,24.85829326,24.87909988,24.1020486,22.55452923,26.1110847,25.26205908,26.07767712,26.58458046,23.85286196,24.62450691,24.14704972,25.93947834,22.01938658,24.37314618,25.5494785,26.57357857,>>DiffResult,25.51473267,25.77559193,22.87194092,24.5817643,24.97417443,2.903651007,0.373336232,0.909103439,0.338311379,0.388366213,0.693072181,0.98540996,0.974091295,0.999645153,0.999722183,0.995160969,0.987461437,0.466678361,NO
CLU-N86-H5N4S1F2,0,0,20.86999422,20.3532133,23.48234482,21.64398922,19.76999308,0,0,22.40151329,21.73892707,0,19.87723706,20.2086499,22.50346463,22.00459405,0,0,21.10494971,0,0,0,21.57297915,19.46980257,19.26386351,0,0,20.26109013,0,0,21.29248004,21.10265315,20.84324422,21.52802675,23.13449458,22.6102194,21.36279634,0,20.43856831,21.96814814,0,0,20.19467959,0,0,0,0,0,20.62284833,20.68135988,25.39234198,0,0,19.76795468,22.75655128,>>DiffResult,12.79794352,8.056773536,19.42806309,4.038935918,10.92210561,15.38912718,0.050538621,0.057630098,0.450266659,0.105147941,0.343475134,0.426796591,0.95008174,0.728594722,0.747169893,0.989051712,0.96916096,0.103450465,NO
CLU-N86-H5N4S1F3,21.61451671,22.87443504,21.24388779,21.02634939,23.49261826,21.69515872,0,18.45642962,21.80518117,24.33335062,22.59993797,0,22.05941615,21.4973405,22.56370344,22.65925737,0,0,21.29078639,0,22.37356766,22.39745108,21.92756187,0,23.20810052,0,19.82778795,0,21.22728738,21.5674944,21.09421083,0,0,0,23.27409869,23.20875908,21.05081495,0,0,22.12391726,22.14937883,19.87175917,0,21.0861237,21.32009519,0,0,0,0,21.15006009,0,0,0,21.743888,23.01399668,>>DiffResult,16.46061846,15.25292509,11.07518008,16.88547138,6.590794478,10.2946769,0.13644849,0.846379138,0.672239411,0.897215978,0.871030854,0.999989661,0.998492476,0.384013121,0.998201068,0.120798674,0.353655367,0.21731374,NO
CLU-N86-H5N4S2,20.69604429,0,19.78584557,0,21.20026258,21.15433581,0,0,21.9340956,21.77149957,21.46969277,0,21.5778245,0,21.35074452,22.5244889,0,20.24077122,21.21860336,0,0,0,0,0,0,0,0,19.61798683,0,0,0,18.28861025,0,0,0,0,0,0,0,0,19.28236384,0,0,20.19869211,0,0,0,0,0,20.22446539,21.32583946,0,0,18.69843592,21.770352,>>DiffResult,12.74621043,1.961798683,1.828861025,7.89621119,8.201909278,10.91734941,0.014643721,0.754637571,0.029578175,0.999999752,0.544403876,0.83280154,0.769288342,0.999996918,0.032532894,0.713525381,0.564661025,0.041069517,YES
CLU-N86-H5N4S2F1,23.54317911,24.81101843,22.63422276,22.45372833,24.57829878,23.88596411,19.92177126,23.86540431,23.99892168,23.85747555,23.36941908,20.62180739,23.97345958,23.84645359,24.76024342,25.15973443,22.74269924,22.97006411,22.93560894,0,20.42954126,22.64478068,22.5109516,21.49886946,21.70209153,0,0,24.87242577,23.96193536,23.02227197,21.3499767,23.85059995,0,21.40428308,24.45567472,22.3536074,22.87037663,0,0,22.48158343,24.39642394,24.48087447,24.28053217,23.72920136,23.1703608,22.51556788,20.74372623,20.55159858,23.26204153,21.02188341,23.6533349,20.77129054,21.01385266,22.47326496,24.6677763,>>DiffResult,22.19647371,18.06428676,15.87661019,24.01147855,22.0674337,8.134868356,0.095684196,0.234092289,0.157889948,0.957018376,0.299298867,0.985526358,0.542699502,0.986695127,0.559604289,0.99999883,0.711249814,0.166698696,NO
CLU-N86-H5N6F3,0,0,0,0,20.55728484,19.511897,0,0,0,20.35507702,0,0,0,0,19.91312877,0,0,0,0,0,0,19.24314164,23.8445843,0,20.84774589,0,0,21.62789035,20.20029985,0,0,0,0,0,0,20.30869869,19.93855395,0,0,0,22.05358425,23.62478323,0,22.6347462,0,0,0,0,0,0,0,0,0,0,20.44208216,>>DiffResult,4.016869381,10.5763662,4.024725264,13.66262274,2.044208216,11.61841452,0.064535322,0.305061229,1,0.489643623,0.987866986,0.220435339,0.97043471,0.146140533,0.342690206,0.97956417,0.230082814,0.123964981,NO
CLU-N86-H5N6F4,0,21.23240588,0,0,21.70467059,0,21.97267652,22.04539522,0,0,0,0,0,20.85374906,20.92146499,23.57727856,0,19.97155816,0,0,21.1734612,0,24.42985281,20.56600124,0,0,20.74766332,21.7443966,21.30883574,21.27775128,21.40776611,20.69237725,0,0,21.68446914,21.43585259,0,0,0,21.32398877,22.45247604,24.78647026,22.69095979,24.25908673,23.26904444,0,20.59305827,0,20.74625296,0,0,21.06194918,0,20.71588943,20.44869149,>>DiffResult,8.613959949,15.12479622,10.65444539,23.49160745,10.35658413,14.8776475,0.0649498,0.179498694,0.986479136,0.87216748,0.999996087,0.04719841,0.589580094,0.162064776,0.496901594,0.992558275,0.843822086,0.12446937,NO
CLU-N86-H5N6F5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.52339289,0,18.41668885,0,0,0,25.11274413,0,22.10728502,0,22.51117563,0,22.02748463,20.8077149,22.55096095,22.07809916,20.79554392,0,0,22.24457651,22.92357494,21.48446063,21.71125763,0,0,20.60741327,0,0,0,0,0,0,21.13923866,0,21.58156316,0,21.37639275,0,0,21.35744618,21.55010636,>>DiffResult,2.047004087,15.71954644,12.97668269,0,10.70047471,15.71954644,0.000554784,0.082815089,0.024235707,0.960502894,0.979926012,0.991124374,0.021058685,0.213188292,0.002581241,0.114944439,0.728907113,0.003308893,YES
CLU-N86-H5N6S2F1,0,21.07053446,0,0,0,23.3360284,0,0,0,20.36257479,0,0,0,0,21.42283246,20.70777851,20.41627913,0,0,0,0,0,20.87217138,0,0,0,0,22.73884397,0,21.49654157,0,21.78498316,0,20.38955414,21.76913512,20.81490116,20.57306286,0,0,0,23.51867786,23.42546288,21.97166493,22.30260233,21.02252421,20.34324887,0,0,20.29907449,0,0,0,0,22.07547737,22.8615817,>>DiffResult,6.365801387,6.510755693,10.53316364,22.44818644,8.557938244,16.08238505,0.037311536,0.214805587,0.823552832,0.89929458,0.992187702,0.020257442,0.044310921,0.104794148,0.999999557,0.980162486,0.991048442,0.08289285,NO
CLU-N86-H5N6S3F1,22.51786133,22.59080517,22.49693369,20.63458065,24.53767337,24.57054761,19.4821951,21.15782618,22.29231877,24.3203777,23.64272021,0,23.3069603,22.76879084,21.81764587,23.48995858,22.66939729,20.68277318,20.5464752,0,21.41169481,20.94504907,22.56734548,21.21935693,21.46095407,19.89351269,0,23.40396078,22.81773356,20.82843902,22.78554974,21.56044972,0,21.96764644,24.35300355,23.053025,21.59275399,19.01723796,19.70913345,20.31309821,23.38174337,22.6553336,22.09739056,21.98712848,22.66549544,21.93212489,22.3356152,0,20.53894892,22.38551106,23.85054567,20.76043904,22.75255821,22.41145686,22.9347078,>>DiffResult,20.17629205,19.45480464,19.43518981,22.55741829,19.99019076,3.122228486,0.92889988,0.914666397,0.99852604,1,0.999733039,0.953943462,0.91643977,0.956457129,0.998673205,0.999993912,0.999768551,0.93289,NO
CLU-N86-H6N5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.72145628,0,0,21.83248815,20.76961528,0,0,0,0,0,0,0,0,0,0,>>DiffResult,0,0,0,12.46471194,0,12.46471194,7.50E-09,4.84E-08,1,1,1,4.32E-09,4.84E-08,4.84E-08,1,1,1,5.72E-07,YES
CLU-N86-H6N5F1,22.67407303,24.00278706,24.89871184,24.2969607,0,24.88519636,21.64965722,24.41735571,23.53518823,25.10566395,23.54376475,20.93697492,23.1936982,24.61277608,24.81302846,24.35141172,23.50242485,21.17535868,22.7419632,0,24.59472282,22.40957265,25.93533485,23.35910852,24.3459867,20.44143179,23.14067165,26.18443151,24.88300903,23.40976464,24.13923273,22.98768577,0,22.20087792,24.81293836,23.6393452,23.06787615,0,21.47683792,23.75587723,25.05914633,26.38338587,25.4880797,25.32059268,0,20.95124962,0,21.73307212,23.31400586,22.12936912,24.42334563,23.41065564,21.4267981,20.69650751,22.84277437,>>DiffResult,21.21684975,23.87040342,18.60806713,20.45024092,20.0927778,5.262336288,0.633557201,0.991941116,0.902063781,0.541133892,0.992330422,0.999624271,0.923863449,0.999987458,0.896472121,0.995420115,0.802306314,0.686402565,NO
CLU-N86-H6N5F2,22.58641413,25.02558514,24.92651283,23.61768458,27.30272176,24.67029561,25.26012195,24.83494721,24.527729,25.14195123,25.18796966,23.65157328,23.97250769,24.59762756,24.90349287,26.27993849,24.55867745,0,22.57552142,0,23.85682949,0,27.33160512,24.47355692,24.55068015,0,23.58518735,28.77608723,24.74301685,23.17732628,24.75455437,24.37959269,0,23.7584507,25.01463221,25.87621485,24.84354184,0,23.15516354,25.79336436,27.34870891,28.43454062,27.65680648,27.53395185,26.67251557,23.74742102,0,20.94513052,23.71869647,0,23.27065171,25.11148537,20.9931941,23.82155017,25.02189744,>>DiffResult,22.18106359,20.04942894,19.75755146,27.52930468,18.66300268,8.866302002,0.422254594,0.51527659,0.956002896,0.999993401,0.998739627,0.755285515,0.552673477,0.381942187,0.972228445,0.848128098,0.996827638,0.512479219,NO
CLU-N86-H6N5F3,26.28973251,27.15425513,27.43130144,25.69830952,29.19525503,27.00617211,24.03135911,27.616895,25.20891245,27.14212851,26.28761084,24.5607325,25.87616544,26.91151047,27.24693418,28.72526447,26.63144781,23.77711898,23.16628493,0,25.94691125,20.34332694,29.11468062,25.85340475,26.22582532,0,25.49524902,28.66814101,26.93739642,20.36259778,27.60714954,24.86037046,23.72265042,26.18184948,28.16773952,28.02263394,27.7787607,0,25.45289859,24.91916926,29.6405545,30.3949971,29.92372366,29.45289785,23.79886328,25.45474139,25.19880216,23.58371596,25.15719322,25.93843124,25.70046389,25.70835741,24.02875148,24.90917086,26.09589368,>>DiffResult,24.99786952,22.89475331,23.67132219,28.64220728,25.17755213,5.747453969,0.554477364,0.618720211,0.983203493,0.998767019,0.984222716,0.784901624,0.479414273,0.859085503,0.913800861,0.999993498,0.929986373,0.623853743,NO
CLU-N86-H6N5F3+174.05,0,0,0,0,0,0,0,25.50800043,0,0,0,0,25.32671624,25.63126472,0,27.15493753,26.51227643,22.88611113,23.3584713,0,0,24.61450038,0,26.35646315,0,0,24.52435439,0,0,0,25.54392184,0,0,24.02569086,0,25.75541811,25.87088515,0,25.27930637,26.82145655,0,0,0,0,0,26.31897622,25.77720554,26.01605302,28.70252935,0,0,27.36337837,0,0,0,>>DiffResult,8.818888889,7.549531792,15.32966789,0,13.41781425,15.32966789,0.183742625,0.172400695,0.654024944,0.624282935,0.996802837,0.611976266,0.796793268,0.287951376,0.998867894,0.870568655,0.824136347,0.270522832,NO
CLU-N86-H6N5F4,27.9788025,28.34726022,28.63409316,27.77352182,30.38791224,28.69943871,28.2342481,30.44531378,26.77426221,28.74757652,27.49036297,26.2340427,27.65544294,28.28488551,28.84006276,30.12530233,28.87271143,26.30719304,26.34547449,0,28.06166409,27.49297256,28.97637836,27.52267324,27.52414404,25.13958305,27.17659193,28.71991669,28.20880363,27.44858881,29.59126773,28.23222922,27.98421487,27.58180911,29.48064254,29.34366514,28.87849668,24.89961697,27.36626898,29.59437349,30.3711783,30.93563867,30.89648742,30.3185324,29.62476381,25.59847003,25.62099011,24.74689817,28.54577949,26.5172275,28.23638878,26.20994755,26.72285002,27.12452881,27.88091535,>>DiffResult,26.80889537,27.62713164,28.29525847,30.42932012,26.72039958,3.70892054,0.42797251,0.873078408,0.879020296,0.996015854,0.908469216,0.397876523,0.718903498,0.466083315,0.985090795,0.999997672,0.987220654,0.517373179,NO
CLU-N86-H6N5F4+174.05,0,0,0,0,0,0,0,0,0,0,0,0,0,25.23735622,0,24.05552515,25.92388369,0,0,0,25.43981833,25.50875295,0,24.83144235,0,0,25.69383001,0,0,25.08036103,24.65995146,0,0,0,0,24.97846801,25.37432824,0,0,23.58608168,0,0,0,0,0,26.15072401,25.83920624,0,26.68156235,0,0,25.18241684,25.26960311,0,24.48095505,>>DiffResult,3.760838253,12.65542047,9.859882939,0,15.36044676,15.36044676,0.029259993,0.497560063,0.624670964,0.980241367,0.805311794,0.961301195,0.250084463,0.104666305,0.255613384,0.071335609,0.982509021,0.069100872,NO
CLU-N86-H6N5F6,28.22276011,28.53624474,26.00648195,28.22752355,28.104244,28.8989479,24.69098155,27.24964826,27.93537121,29.21248156,28.57877632,26.4239784,28.89204366,28.747571,29.52971403,27.73897161,29.71716892,26.51057962,27.7269915,0,28.81775929,27.31415412,27.36932479,27.20948401,28.31299114,26.33885376,28.23250585,26.5495598,29.11237448,28.6589469,28.55152442,28.29954777,21.86217794,28.57852234,30.1435227,29.72365276,28.75280261,26.36780761,27.88992823,27.87666141,28.24476505,27.39916339,26.01132695,28.21455375,26.76595794,26.5621751,27.59822606,27.83625394,27.60752429,27.07903004,28.79294436,25.87554926,27.25667584,27.63761624,29.86875037,>>DiffResult,26.54752399,27.79159541,27.80461478,27.32715341,27.61147455,1.257090785,0.905384327,0.999532961,0.932308742,0.999999999,0.999971379,0.995449673,0.999581348,0.999940409,0.934673008,0.962201564,0.999978334,0.914813912,NO
CLU-N86-H6N5F7,28.58111487,27.84428473,27.55575043,29.14478156,29.22828668,30.44552178,0,27.39193861,27.75933317,29.79131369,30.23734607,23.51866977,30.30988134,28.70168285,29.43018498,28.49473346,30.10792989,28.60015983,28.85360802,24.04309034,29.76776851,29.26918852,29.92201777,27.75847519,29.26718202,0,29.16912693,27.2493623,29.7690547,29.65980309,29.66427703,29.26724573,22.4926294,30.22059334,31.20491694,30.57213223,29.73025472,25.3892057,28.708996,27.80098698,28.57045285,26.75471855,27.83379469,26.58503745,27.90048535,28.70752512,27.93280526,28.82009752,27.65353257,28.96379281,29.20349722,27.40457373,28.69903241,28.11920601,30.39331085,>>DiffResult,27.0019806,26.1831979,28.50512381,27.52889778,28.58973735,2.406539445,0.856471236,0.997977949,0.961800494,0.896582045,0.999999731,0.999745117,0.993002409,0.997204414,0.9960738,0.953620115,0.883920382,0.873660449,NO
CLU-N86-H6N5S1,0,0,0,0,0,20.60457801,0,0,19.65429728,19.95802856,0,0,0,0,0,19.79390711,0,0,0,0,0,0,0,0,18.74247608,0,0,0,20.23261778,0,0,0,0,0,0,0,0,0,0,0,20.18096346,19.71355497,19.14341961,22.27386697,21.856823,0,0,0,0,0,0,0,0,0,0,>>DiffResult,4.000540548,3.897509385,0,20.6337256,0,20.6337256,1.42E-06,1.41E-06,0.457130228,0.621175271,1,1.77E-05,8.09E-05,1.41E-06,0.999999181,0.457130228,0.621175271,3.18E-05,YES
CLU-N86-H6N5S1F1,21.63290105,21.58972355,22.57914551,21.67494922,24.73092128,26.03796944,20.71685937,0,24.15096314,26.2413778,24.43275773,0,20.61167726,0,26.32245914,24.36098921,21.40187601,24.21899783,0,0,21.54684414,0,24.49194859,0,23.09947211,0,21.04538482,23.64276973,23.71902279,22.96480017,23.4313449,0,0,23.01250557,22.82582053,23.61895515,21.31640688,0,21.83912111,22.73034337,24.50188275,22.45589771,24.18652169,24.67961831,0,0,19.98263839,21.60932161,0,21.07958333,20.17313593,0,0,20.17932703,21.17879479,>>DiffResult,17.53517838,16.05102423,15.87744975,19.16478409,12.42028011,6.744503983,0.748587529,0.980511685,0.994565687,0.999999603,0.951416867,0.998111695,0.984065989,0.782711656,0.996453731,0.736161679,0.942377463,0.78203648,NO
CLU-N86-H6N5S1F2,26.52107323,26.6769299,21.96289155,0,28.93728254,27.46959298,0,22.16919897,23.84546042,23.57636442,26.76831877,20.39861209,20.7669765,0,26.07038017,24.8873884,0,25.49214772,26.08941065,0,26.53012109,25.95348129,29.19514988,27.56510272,22.61699034,24.9780997,26.05297517,24.06662946,26.88245436,0,24.448244,22.6972941,23.01604436,26.45176581,27.68970963,24.6195038,23.633581,0,22.82818158,19.47058744,24.06057865,24.03587106,28.42383814,24.55605366,0,21.11937108,20.58785912,20.95321061,22.02096008,25.76404685,0,21.74529589,0,19.30649248,26.7072217,>>DiffResult,18.58160141,23.3841004,21.48549117,20.2152683,17.82044578,5.563654619,0.687963684,0.999324287,0.942541206,0.992878693,0.922166531,0.997407905,0.977249882,0.992031858,0.724819465,0.99964882,0.72241027,0.728914888,NO
CLU-N86-H6N5S1F3,24.03521767,25.20449522,23.05509707,23.73518868,25.63460433,25.17355089,0,26.56547155,23.57410633,25.51948365,26.54725441,25.14809283,26.30965718,23.73116325,27.58419973,23.87535901,23.41824706,21.79937403,25.20316604,0,26.84769897,23.74341737,27.18393158,25.28958037,23.53150213,24.95298492,23.07272727,26.36058251,27.42695857,0,27.9407536,25.00409107,0,26.69111564,26.68563476,28.03415381,26.57649896,22.94240005,24.19987453,26.89212998,27.10202191,24.64490677,25.66386653,24.29657853,21.88117208,22.41379373,21.88897781,22.49839537,25.46106511,26.11678749,23.59474509,24.18364849,0,23.73619001,25.37929466,>>DiffResult,22.30568645,22.84093837,23.49666524,24.71770916,21.52728977,3.190419389,0.944229462,0.998375047,0.99433713,0.999688497,0.978089896,0.969446203,0.991437044,0.940480054,0.999753638,0.998917995,0.995252062,0.947471452,NO
CLU-N86-H6N5S1F4,25.95813502,24.64064898,26.24307144,28.29181259,27.08595141,26.81331646,0,27.42054047,25.18279888,26.59400524,26.37872742,22.11986788,23.69615454,26.03692381,28.34038563,26.30421764,24.5447171,22.89305524,27.35705955,23.2351979,26.11354869,22.74676052,27.24952061,25.1837532,24.73351396,21.95119851,25.62884505,24.01166081,26.43812869,23.73123378,27.9185351,23.46577023,23.34993031,27.88119592,27.34332419,26.09068969,24.67851008,0,23.10335994,26.9612114,26.94544096,26.38643515,26.96145168,25.85185116,23.06600899,0,0,24.28661676,21.65041043,24.38314685,20.05260633,22.95725904,0,23.75658172,26.07838746,>>DiffResult,24.45682936,24.77881638,23.07925269,25.84223759,16.31650086,9.525736727,0.036105475,0.95287617,0.986820437,0.983122167,0.22242551,0.994903375,0.998722796,0.118122009,0.99995572,0.035713823,0.073147739,0.081324278,NO
CLU-N86-H6N5S2,21.86483025,22.23995837,21.72331185,21.12053031,23.59659929,23.5901185,0,21.51265442,23.48484921,24.37927168,21.62863146,0,22.11030665,0,22.49787555,24.66694101,20.59853412,20.7660308,20.92549739,0,20.72013095,20.65370007,20.82701293,20.42000767,22.42417411,0,19.31128122,22.54853075,23.80624607,19.73365699,0,21.11321208,0,20.06629806,0,0,0,0,0,0,23.08752773,23.07349475,20.62270112,24.73549598,22.7007091,0,0,18.95930455,0,0,21.7801668,0,0,20.10592201,21.74554726,>>DiffResult,17.83529704,19.04447408,4.117951014,22.84398574,8.259094063,18.72603472,8.49E-05,0.00221316,0.00142255,0.002949943,0.82140068,0.775663489,0.929135266,0.026990706,0.99627422,0.047082209,0.055840193,0.000813501,YES
