protein,Raw_NS.1,Raw_NS.2,Raw_NS.3,Raw_NS.4,Raw_NS.5,Raw_NS.6,Raw_NS.7,Raw_NS.8,Raw_NS.9,Raw_NS.10,Raw_NS.11,Raw_NS.12,Raw_NS.13,Raw_NS.14,Raw_NS.15,Raw_NS.16,Raw_NS.17,Raw_NS.18,Raw_NS.19,Raw_NS.20,Raw_OA.1,Raw_OA.2,Raw_OA.3,Raw_OA.4,Raw_OA.5,Raw_OA.6,Raw_OA.7,Raw_OA.8,Raw_OA.9,Raw_OA.10,Raw_HS.1,Raw_HS.2,Raw_HS.3,Raw_HS.4,Raw_HS.5,Raw_HS.6,Raw_HS.7,Raw_HS.8,Raw_HS.9,Raw_HS.10,Raw_MA.1,Raw_MA.2,Raw_MA.3,Raw_MA.4,Raw_MA.5,Raw_SCO.1,Raw_SCO.2,Raw_SCO.3,Raw_SCO.4,Raw_SCO.5,Raw_SCO.6,Raw_SCO.7,Raw_SCO.8,Raw_SCO.9,Raw_SCO.10,>>NormaExpression,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
PIP-N105-H5N4S1F4,4139718.459,4421681.978,,2215942.703,,8961566.269,,,,,2715300.683,,,3251430.24,,,,2033815.922,,,2335990.896,,,,1354869.845,,,,,,,1255726.176,,,1493470.857,4688261.451,2229129.567,,1867771.164,,,,4823079.708,3643533.019,3444223.878,,,,,,,,,,,>>NormaExpression,21.98110157,22.07616416,0,21.0794898,0,23.09531963,0,0,0,0,21.37268107,0,0,21.63264348,0,0,0,20.95575839,0,0,21.15560384,0,0,0,20.3697239,0,0,0,0,0,0,20.26009162,0,0,20.51023862,22.1606219,21.08804969,0,20.83288705,0,0,0,22.20152352,21.79690703,21.71574791,0,0,0,0,0,0,0,0,0,0,>>DiffResult,7.609657905,4.152532774,10.48518889,13.14283569,0,13.14283569,0.059300237,0.985969132,0.935006972,0.574255679,0.115153865,0.77166556,0.427748051,0.101623758,0.880399589,0.250810874,0.864537283,0.117894519,NO
PIP-N105-H5N5F3,3785701.719,5417155.565,2958073.591,4278102.798,4365871.814,2531223.643,17947183.6,2762604.376,2042567.133,3212722.8,2931891.834,7436277.103,2341706.138,10045641.45,26359289.88,5145010.976,5598313.723,3817142.325,,4851309.194,21336406.13,12958591.11,12430201.58,8499656.464,14337896.32,28790241.79,18849697.7,7363724.728,17095060.99,4520269.021,,4706644.961,6365480.525,6483326.047,6251752.667,,,8126328.858,,,4749017.884,2147434.859,2715841.267,,9528632.697,39806438.5,7775689.159,,,8201862.487,,4209635.301,2605273.84,13504489.04,,>>NormaExpression,21.85212969,22.36910436,21.496227,22.02854006,22.05783867,21.27140412,24.09725421,21.39759806,20.96195277,21.61536553,21.48340094,22.82614929,21.15912923,23.2600665,24.65180822,22.294743,22.41656116,21.86406193,0,22.209943,24.34681392,23.62740565,23.56734647,23.01897327,23.77333013,24.77907662,24.16803813,22.81200446,24.02707632,22.10797752,0,22.16626791,22.60183822,22.62830292,22.5758295,0,0,22.9541725,0,0,22.17919806,21.03418361,21.37296826,0,23.18383793,25.2464985,22.8905393,0,0,22.9675203,0,22.00526416,21.31300415,23.68693583,0,>>DiffResult,21.06566389,23.62280425,11.2926411,17.55403757,13.81097622,12.33016315,0.005871477,0.643454538,0.029124757,0.013669596,0.959990436,0.914290635,0.669813645,0.921777132,0.930373509,0.175144603,0.076976482,0.019846732,YES
PIP-N105-H5N5F4,21620056.02,10570365.38,13070896.13,17740847.72,13976506.43,8523595.845,13156104.07,15480368.3,11747284.97,9201226.545,10626835.3,6608722.461,7237508.263,65527019.34,90914311.01,19775228.41,12086318.62,13541974.85,11863670.29,9444829.354,71510914.72,36887151.01,34842585.96,31296605.44,62228790.31,16446876.86,29758620.86,14777219.03,48289213.15,23871523.99,6446461.046,17312308.92,3221268.888,33945440.06,8906008.25,7291189.863,10371485.31,,3575808.933,5125507.026,32351442.11,6889329.988,19307115.53,7069695.317,8423041.659,17145512.35,64815180.1,8518721.882,6502181.52,23995656.62,9216283.364,10084949.79,17923399.87,35424240.95,2653364.514,>>NormaExpression,24.36586699,23.33352205,23.63985483,24.08057169,23.73650056,23.02303093,23.6492291,23.88393655,23.48582415,23.13339491,23.34120882,22.6559402,22.78706186,25.96558659,26.43800409,24.2371911,23.52687166,23.69093492,23.50004719,23.17109345,26.09166014,25.13661507,25.05434841,24.8995029,25.89107889,23.9713104,24.82680438,23.81687155,25.52519765,24.5087874,22.62007617,24.0452949,21.61919811,25.01671449,23.08634768,22.79772304,23.30611932,0,21.76983862,22.28926358,24.94732673,22.71593246,24.20262938,22.75321681,23.00591004,24.03132776,25.94982843,23.02220573,22.63249262,24.51627002,23.1357538,23.26570071,24.09534107,25.07823365,21.339392,>>DiffResult,23.78228358,24.97221768,20.65505759,23.52500309,23.70665458,4.317160088,0.055891194,0.493595803,0.108675827,0.034408645,0.233569321,0.999851921,0.924608326,0.999974256,0.876413875,0.999996895,0.905248934,0.112262554,NO
PIP-N105-H5N6F4,,,,,,,,,,,,,,,,,,,,,,,2488221.372,,,,,,,,,,,,,,,,,,,7078746.957,,5195581.251,3088696.825,,,,,,,,,,,>>NormaExpression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24668399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75506278,0,22.30885401,21.5585673,0,0,0,0,0,0,0,0,0,0,>>DiffResult,0,2.124668399,0,13.32449682,0,13.32449682,5.49E-06,1.53E-05,1,0.824382812,1,2.44E-06,0.000295688,1.53E-05,0.735578293,1,0.824382812,0.000103463,YES
PIP-N105-H5N6F5,4226813.673,,3489321.84,2592379.418,4583095.708,3485561.864,2781169.483,4383657.175,3034288.82,,,,3180275.059,23133483.71,33719201.89,8038997.61,3385873.406,3149926.284,7027098.851,,7981758.664,12304748.3,8005021.76,5510556.62,14542919.94,5878876.973,9628671.227,3706690.036,11640747.81,4257778.098,9410785.835,9959878.27,,37075648.53,10114081.23,7942384.572,13328367.36,,4776715.119,7084040.931,10076206.93,3394671.133,5977019.44,,,12361728.69,4324116.785,,3383317.218,4300673.771,3966833.426,5435014.004,9257262.191,7175662.477,4848950.782,>>NormaExpression,22.01113943,0,21.73451565,21.30584601,22.1278913,21.73296022,21.40726075,22.06370387,21.53292746,0,0,0,21.60072057,24.46347927,25.0070671,22.93858437,21.69109703,21.58688709,22.74449797,0,22.92827541,23.55271193,22.93247407,22.39376688,23.79381373,22.4871094,23.19890544,21.82170044,23.47268053,22.02166967,23.16588392,23.24769682,0,25.14396863,23.26986208,22.92114097,23.66799684,0,22.18758771,22.75614132,23.26444946,21.69484081,22.51099505,0,0,23.55937729,22.04397439,0,21.69000745,22.0361316,21.91955675,22.37385259,23.14215431,22.7746808,22.20924148,>>DiffResult,16.6974289,22.86031075,18.63602783,13.49405706,20.17489767,9.366253686,0.268805666,0.818657214,0.978429604,0.815329487,0.994754182,0.94767091,0.301678447,0.633002951,0.373131729,0.841378379,0.958334853,0.358305386,NO
PIP-N105-H6N4F3,95722537.05,112000046.9,42800610.09,100694416.3,62282050.71,130238451.9,,37756029.91,88719416.78,64596048.28,81287373.14,,8063123.325,54461482.71,182160506.7,14623826.46,97544695.42,63032684.75,55058927.42,3579287.843,162991929.8,79010678.99,72489613.87,49386747.36,85447424.3,,76484829.29,29818285.33,75713918.07,52511771.04,,9504089.963,,6934821.902,,,,,,23214809.3,,33241306.07,,,,,90099904.69,,,152546442.4,48448166,,76693982.6,,,>>NormaExpression,26.51235531,26.73892411,25.35112806,26.58540846,25.89231314,26.95658023,0,25.17020377,26.40274656,25.9449426,26.27652795,0,22.94290754,25.69873295,27.44063498,23.80181762,26.5395601,25.9095968,25.7144732,21.77124154,27.2802253,26.23554434,26.11127099,25.55762065,26.34853369,0,26.1886703,24.82969401,26.17405521,25.64613755,0,23.18011721,0,22.72542761,0,0,0,0,0,24.46854216,0,24.98647378,0,0,0,0,26.42502226,0,0,27.1846733,25.52993875,0,26.19261007,0,0,>>DiffResult,23.08250475,23.4371752,7.037408698,4.997294755,10.53322444,18.43988045,5.13E-05,0.996012911,0.001463799,0.006076444,0.938089219,0.007015367,0.014110545,0.856216954,0.999984481,0.019810973,0.048603139,0.000550659,YES
PIP-N105-H6N5F1,19076385.53,18474814.84,26467275.92,11792083.51,2446201.727,18428910.49,23712149.32,12757510.3,8924834.361,,10985806.72,,,7741518.729,23278170.12,17138867.76,,5773394.187,6240108.237,1689776.705,11157447.39,8917776.997,25024762.7,10911038.04,11467689.95,,14417284.38,5835462.715,7317598.039,,,10850261.42,,,15203209.54,7005877.295,13149562.27,,15086309.81,10780191.94,22262059.03,22930431.06,13925942.07,74677733.93,11019759.62,,,12843281.54,,13907428.66,,,,,,>>NormaExpression,24.18528458,24.13905665,24.65770644,23.49131543,21.22211254,24.13546752,24.49912316,23.60484358,23.08939412,0,23.38913761,0,0,22.88418538,24.47247438,24.03076855,0,22.46098855,22.57313985,20.68840204,23.4115038,23.08825285,24.57685311,23.37928516,23.45107159,0,23.78129621,22.47641587,22.80293894,0,0,23.3712266,0,0,23.85787268,22.7401345,23.64851155,0,23.84673672,23.36187966,24.40808376,24.4507602,23.73127169,26.15417483,23.39358955,0,0,23.61451064,0,23.72935247,0,0,0,0,0,>>DiffResult,18.67617002,18.69676175,14.08263617,24.42757601,4.734386312,19.6931897,0.002293612,0.323087313,0.749971371,0.832666088,0.228234799,0.770327303,0.825486206,0.005501746,1,0.005431788,0.02122218,0.009646585,YES
PIP-N105-H6N5F2,15220239.7,5491513.513,30700602.39,14329339.32,8691923.669,30447389.79,9485413.392,9497869.183,3647345.523,4762606.495,3116238.346,,16375994.92,10984254.02,8933755.406,10395058.82,18383237.24,4382496.117,2803696.075,,15441904.52,12002907.82,18210416.08,3479134.895,17232534.7,,,34687809.87,10387443.68,4121133.484,,13450495.63,1563754.909,13520358.95,15353305.73,,,,,10053965.51,23123991.53,24862812,13999938.58,50336759.09,46329108.69,,7423502.472,,,13560557.68,,7424645.114,,17694467.65,,>>NormaExpression,23.85948784,22.38877266,24.87176367,23.77246886,23.05124424,24.85981526,23.17727937,23.17917261,21.79841584,22.18332022,21.57137461,0,23.96507931,23.38893369,23.09083549,23.30939472,24.13188759,22.06332171,21.41889905,0,23.88034746,23.51688074,24.11826063,21.7302976,24.03863167,0,0,25.04792546,23.30833746,21.97461011,0,23.68115611,20.57658391,23.68863022,23.87204607,0,0,0,0,23.26126145,24.46288718,24.5674862,23.73891727,25.58510903,25.46541562,0,22.82366879,0,0,23.69291328,0,22.82389083,0,24.0767951,0,>>DiffResult,20.80407334,18.76152911,11.50796778,24.76396306,9.3417268,15.42223626,0.005346538,0.096404487,0.100961469,0.438988176,0.986012361,0.918884377,0.777301949,0.035860654,0.980803138,0.024241888,0.190352854,0.018491429,YES
PIP-N105-H6N5F3,47242681.92,20800162.45,117576606.6,17945812.12,63100387.79,46123010.26,28868353.88,38092607.28,17176345.76,26935165.74,26130055.04,18542308.55,14195813.35,21502362.71,46748810.12,61492826.75,21882670.39,17828765.69,17303349.09,8204318.76,14773499.02,12487902.24,44616757.4,23521005.03,21976660.54,4109372.195,18100360.18,66896805.14,14149918.41,7541948.459,13756614.66,20256431.83,11353361.32,7028060.666,17310140.92,13751972.81,16923089.58,,24806066.2,49657472.34,106085389.3,127593971.6,103428028,61789537.34,55687125.33,,22400156.62,5896044.104,6131103.609,11659924.91,1158097.576,33877545.52,9215734.166,5711631.321,7722647.623,>>NormaExpression,25.49358756,24.31009153,26.80902582,24.09714396,25.91114556,25.45898337,24.78298556,25.18300774,24.03391989,24.68298766,24.63920688,24.14431762,23.75896228,24.35799193,25.47842634,25.87391481,24.38328553,24.08770357,24.04454805,22.96795229,23.81650832,23.57402793,25.41108236,24.48744643,24.38946891,21.97048692,24.10951515,25.995434,23.7542905,22.84650605,23.71362225,24.2718768,23.43661628,22.74469542,24.04511422,23.71313537,24.01248973,0,24.56418969,25.56550752,26.66065075,26.92698494,26.62405197,25.88085926,25.73084051,0,24.41700555,22.49131613,22.54771559,23.47505529,20.14332663,25.01382606,23.13566783,22.44547168,22.8806643,>>DiffResult,24.7249594,24.03547666,21.60672473,26.36467748,20.6550049,5.709672579,0.073016956,0.329034616,0.40557968,0.757066894,0.990007573,0.951264015,0.883204852,0.167184746,0.994946089,0.161195117,0.469773366,0.13445944,NO
PIP-N105-H6N5F4,82594653.64,58389500.48,253345505.7,55618058.39,160036786.7,112393311.5,45476216.34,111482811.3,54929942.72,58914216.5,68697217.68,44513970.58,42779539.71,58566171.47,99262402.3,144551330.9,51964787.86,48110821.04,60251212.27,30958358.38,32312125.67,42686758.74,87388947.66,71305532.89,58223781.39,9656998.629,51473816.58,56625267.81,30398074.73,19630861.63,54473115.48,58065159.55,26213710.82,39231024.22,61428096.29,41780577.63,45337272.94,6601563.817,60490915.99,119163606.7,254047602.5,256104192.1,309718704,135273396,106766408.4,13145828.94,14095065.76,12046580.42,22988569.77,22704762.64,25433318.69,32754041.88,23221429.2,24923563.95,36347682.02,>>NormaExpression,26.29954508,25.79920566,27.916531,25.72905007,27.25382834,26.74398096,25.43860892,26.73224606,25.71108948,25.8121125,26.03374835,25.40775489,25.35041766,25.80356428,26.56474405,27.10700666,25.63103105,25.51985811,25.84448696,24.88382568,24.94557237,25.34728532,26.38094751,26.08751071,25.79510523,23.20314359,25.61733545,25.75494266,24.85747666,24.22662023,25.69904107,25.79116946,24.64381832,25.2254917,25.87239536,25.31632914,25.43419431,22.65437661,25.8502152,26.82836847,27.92052361,27.93215563,28.20638327,27.0113029,26.66988258,23.64810189,23.74868698,23.52212046,24.45441344,24.43649168,24.60021645,24.96516966,24.46895349,24.5710071,25.11536007,>>DiffResult,26.07913179,25.22159397,25.33153996,27.5480496,24.35305212,3.19499748,3.79E-08,0.000102549,0.151646183,0.998243069,0.077501755,0.007248075,4.47E-05,4.94E-08,0.072055645,1.86E-05,0.147319257,1.64E-06,YES
PIP-N105-H6N5S1F3,,,3632479.905,,3738355.974,,,,,,,,,,1990876.31,,,,,,,,,,,,,1454263.608,,,,1170611.198,,,,,,,,1551910.211,2582438.631,,2604431.945,,1776566.349,,,,,,,,,,,>>NormaExpression,0,0,21.79252378,0,21.83397291,0,0,0,0,0,0,0,0,0,20.92497289,0,0,0,0,0,0,0,0,0,0,0,0,20.47185837,0,0,0,20.15883179,0,0,0,0,0,0,0,20.56561459,21.30030319,0,21.31253786,0,20.76066095,0,0,0,0,0,0,0,0,0,0,>>DiffResult,3.227573479,2.047185837,4.072444638,12.6747004,0,12.6747004,0.048464956,0.230012334,0.998320029,0.972891744,0.736267099,0.097058517,0.083281819,0.024173933,0.993855471,0.794111685,0.971809521,0.10061492,NO
PIP-N105-H7N6F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040723.856,6359772.459,6373392.283,,,,,,,,,,,,,>>NormaExpression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.26519978,22.60054395,22.60363026,0,0,0,0,0,0,0,0,0,0,0,0,>>DiffResult,0,0,0,13.4938748,0,13.4938748,7.07E-09,4.59E-08,1,1,1,4.08E-09,4.59E-08,4.59E-08,1,1,1,5.72E-07,YES
PIP-N105-H7N6F5,,,4859317.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407220.033,6495845.625,7473646.194,9865387.917,4882129.507,3451954.659,,,,,,,,,,,>>NormaExpression,0,0,22.2123225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.42441752,22.63108614,22.83338103,23.2339445,22.21907943,21.7189825,0,0,0,0,0,0,0,0,0,0,>>DiffResult,1.110616125,0,2.042441752,22.52729472,0,22.52729472,3.08E-13,3.08E-11,0.9766962,0.800187873,0.800187873,0,0,0,0.956134548,0.956134548,1,9.01E-11,YES
PIP-N105-H7N7,4843539.888,3644728.357,4894985.286,8015336.208,7140412.946,,3139757.66,5577931.217,4507011.289,5089405.382,4988585.114,,3461781.045,31524683.63,37412305.03,8350596.204,4163997.607,4725334.589,5991494.347,4215075.638,16555848.61,17048603.68,13160393.39,12685613.95,25959188.74,4627016.976,10627814.36,5538970.767,14856480.34,7472557.603,10424307.9,14548246.06,3608757.22,47672064.5,12303218.12,9368347.503,13518777.5,,5148377.182,7295908.818,10860999.76,3861685.303,8435252.682,,,16808895.22,9019178.792,2431819.149,,6456682.005,,5118017.595,7710646.971,8557794.837,4140767.436,>>NormaExpression,22.20763069,21.79738026,22.22287339,22.93433179,22.76757628,0,21.58222224,22.41129897,22.10373995,22.27906596,22.25019955,0,21.72308346,24.9099786,25.15700956,22.99344795,21.98953816,22.17198536,22.51448468,22.00712743,23.98083771,24.02315033,23.64969939,23.59669012,24.62974202,22.14165127,23.34134173,22.40118675,23.82458913,22.83317088,23.3134484,23.794342,21.78307106,25.5066408,23.55253251,23.15936331,23.68846147,0,22.2956866,22.79865647,23.37265371,21.88079954,23.00800003,0,0,24.00272166,23.10456481,21.2136051,0,22.62236177,0,22.28715396,22.87842067,23.02880783,21.98146709,>>DiffResult,20.30114871,23.44220593,20.98922026,13.65229066,18.11191029,9.789915278,0.191017007,0.405617058,0.999313341,0.950361567,0.914362407,0.413071561,0.145399687,0.819812808,0.821905386,0.944871103,0.523472609,0.277389915,NO
PIP-N105-H8N6,106273244.1,51727692.58,27696652.3,128705018,44701383.98,26853872.65,10129025.22,17265821.75,113591295.3,55735496.85,32108910.02,3914098.628,13968497.24,24109620.02,145410033.3,40357827.72,17602030.83,77287794.62,20702422.21,12921327.54,197496597.7,41851604.66,28252593.17,21411706.7,36614234.37,6168705.254,17302180.99,8344868.236,41987032.17,28301984.99,,25787626.58,,,,19657832.3,3072455.603,,,,,,,,,7349015.735,103288951.7,15021247.57,11906322.73,146141681.4,16974617.89,14100510.09,37809315.73,8672966.66,4816167.997,>>NormaExpression,26.66320319,25.62443353,24.72320832,26.93949307,25.4138162,24.67862688,23.27199215,24.04141575,26.75927705,25.73209313,24.9364704,21.90024905,23.73567359,24.52310564,27.11555159,25.26634522,24.06923864,26.20373728,24.30329631,23.62325108,27.55725257,25.31877964,24.75188001,24.35189653,25.12590133,22.55653652,24.04445065,22.99245801,25.32344051,24.75439996,0,24.62017572,0,0,0,24.22860098,21.5509612,0,0,0,0,0,0,0,0,22.80911981,26.62211072,23.8405014,23.50522469,27.12279248,24.01687585,23.74924412,25.17223844,23.0480943,22.19945459,>>DiffResult,24.9762239,24.67769957,7.03997379,0,24.20856564,24.9762239,3.88E-16,0.089063448,1.25E-11,2.15E-09,4.56E-09,0,3.61E-11,6.93E-11,0.999865996,0.994521451,0.999544961,2.72E-13,YES
PIP-N105-H8N7,40585096.6,41012906.47,32487318.07,34266346.14,36054916.92,100214112.5,9692123.766,23214475.78,34396520.24,35868414.65,63452612.03,7474610.712,41480532.91,42381429.87,104542260.6,45512284.23,28856493.84,21056543.71,50641458.55,16047509.22,27384766.27,44220401.52,25508071.36,21760398.99,41213540.08,12858049.39,49998777.27,15263125.64,34667329.18,19251115.52,26215370.63,34716857.9,2523233.232,21894275.31,45801298.14,28592527.13,32791620.8,7459413.338,31092357.17,22984540.54,41978892.57,24026826.09,36376090.14,45201344.1,31104495.5,20517194.84,22626515.67,17934898.83,9758962.488,20983949,25573661.55,11344494.92,22691816.15,23779760.32,38474143.78,>>NormaExpression,25.27444675,25.28957469,24.95337336,25.03028907,25.10369272,26.57851046,23.20838155,24.46852143,25.03575933,25.09621069,25.91917624,22.83356721,25.30593113,25.33692896,26.63951103,25.43975269,24.78239273,24.32776538,25.59381565,23.93584614,24.70687028,25.39820882,24.60445054,24.37520174,25.29661509,23.61616857,25.57538951,23.86354719,25.0470734,24.19843879,24.64390966,25.04913309,21.26684271,24.38405043,25.44888518,24.76913485,24.96682392,22.83063093,24.8900567,24.45416055,25.32316081,24.51814281,25.11648719,25.42986237,24.89061982,24.29033023,24.43151116,24.09626635,23.21829649,24.32278294,24.60815546,23.43548917,24.43566881,24.5032309,25.19738592,>>DiffResult,25.00767236,24.66819639,24.2703628,25.0556546,24.25391174,0.801742854,0.100562166,0.484446371,0.208979778,0.848313216,0.999999276,0.999966635,0.927771931,0.463508556,0.855068363,0.190826668,0.828474675,0.172382335,NO
PIP-N105-H8N7F1,40762638.81,44743433.77,24659706.31,29284887.19,23522969.95,92859427.99,5911733.932,20832810.15,30102932.24,30842399.46,71942206.26,5128594.839,48454553.19,43735255.98,69368738.8,35891557.64,33217740.97,37189420.06,58745169.1,11139479.15,33704756.29,37589158.86,6369240.306,18356649.72,42284739.6,13177431.92,42789011.19,7379199.383,17283034.27,17664752.54,27410763.73,33624408.38,,42925000.43,41807361.06,25202481.14,33773016.42,10664565.01,34107225.9,21924411.52,38751528.13,19164226.83,24161096.32,50051171.54,34111426.22,19449927.69,10764401.68,19079287.34,5573071.089,17889976.21,29764847.05,7486121.236,13889353.33,24244191.84,39421934.53,>>NormaExpression,25.28074415,25.41517267,24.55565234,24.80365305,24.48756695,26.46854507,22.49515015,24.31235419,24.84340073,24.87841172,26.10033509,22.29013245,25.53012893,25.38229344,26.04778234,25.09714124,24.98545067,25.14838895,25.80796691,23.40917857,25.0064489,25.16381333,22.6026901,24.12979952,25.33363379,23.65156601,25.35073704,22.81503306,24.04285327,24.07437028,24.70823924,25.00300559,0,25.35531485,25.31725368,24.58706249,25.00936775,23.34632192,25.02357413,24.38603485,25.2077499,24.19191253,24.52618264,25.57690053,25.02375178,24.21326153,23.35976493,24.18550402,22.41004138,24.09264821,24.82710619,22.83578717,23.7274762,24.53113589,25.23249528,>>DiffResult,24.86697248,24.21709453,22.27361745,24.90529948,23.94152208,2.63168203,0.403193894,0.634302347,0.308906667,0.715949376,0.814862772,0.999999942,0.996106856,0.985941879,0.988238859,0.957035697,0.999763155,0.495618993,NO
PIP-N105-H8N7F2,20421765.6,28096602.28,11653915.92,13985996.36,10111054,31318811.05,2631305.047,10629532.5,8607794.503,9806732.718,32052954.47,2093046.752,29411962.09,19616457.19,7452506.254,14829938.21,13937820.83,23409280.52,30972516.42,4048750.054,15108166.17,19154156.21,9701956.802,9965288.43,17824537.66,5201816.306,17463230.33,6294049.982,7038207.583,6594475.36,10066652.12,17289713.65,,29372466.8,18553685.78,12009983.64,16737038.53,3870688.964,15645982.78,12744809.44,15665268.81,6075102.248,9657260.981,25326820.02,16842203.8,10571520.65,6373494.922,9816070.333,,8511698.981,18211521.91,2346595.729,,7544549.279,20406631.75,>>NormaExpression,24.28360434,24.74389239,23.4743116,23.7374798,23.2694302,24.90052616,21.32734763,23.34157495,23.03721237,23.22534127,24.93395405,20.9971738,24.80989974,24.22556125,22.82929444,23.82200935,23.73250178,24.48057732,24.88448531,21.94904551,23.84882532,24.19115421,23.20984447,23.24848028,24.0873614,22.3105843,24.0578172,22.58555743,22.74677684,22.65282667,23.26308077,24.04341072,0,24.80796115,24.14520256,23.51773097,23.99654103,21.88415932,23.89928904,23.60340658,23.90106628,22.5344775,23.20318278,24.59416267,24.00557768,23.33367972,22.60365349,23.2267143,0,23.02101587,24.11834823,21.1621385,0,22.84700348,24.28253481,>>DiffResult,23.60026116,23.29392281,21.31607821,23.64769338,18.45950884,5.188184542,0.130680482,0.928123413,0.798339624,0.918263413,0.747537804,0.999999976,0.999948165,0.391027502,0.999883862,0.105194086,0.261513586,0.209842697,NO
PIP-N105-H9N6,133618575.4,77085891.14,37314195.31,151467032.2,47995265.17,30684339.77,15281239.5,30757431.33,105657467.3,77630186.34,36005941.53,,17490925.71,33722588.47,219645858.8,59921947.61,14630608.23,28942869.55,28980014.02,17732013.5,368511594,84397327.63,44045825.24,33042298.02,81710137.46,,35450966.64,19793695.46,60834488.65,38149392.39,,51011882.9,,1414246.705,,19423825.17,4897608.549,,,,,,,,,13554412.5,185828011.8,24785643.35,16600751.81,151025920.9,37846992.96,19846864.74,2907696.948,19652523.03,33418249.97,>>NormaExpression,26.99354535,26.19996351,25.15322128,27.17442858,25.51638878,24.87099925,23.86525833,24.87443173,26.65481951,26.21011443,25.1017317,0,24.06010339,25.00721199,27.71060406,25.8365812,23.80248651,24.78670468,24.78855501,24.07985311,28.45713477,26.330694,25.39250198,24.97781073,26.28401176,0,25.07932167,24.23853772,25.85838614,25.18515678,0,25.60433005,0,20.4316034,0,24.21132408,22.22364633,0,0,0,0,0,0,0,0,23.69225935,27.46939276,24.56300143,23.98474533,27.17022095,25.17367538,24.24240786,21.47144598,24.22821128,24.99413289,>>DiffResult,24.13435012,23.18035556,9.247090386,0,24.69894932,24.69894932,2.39E-09,0.145130638,2.03E-05,0.000627533,0.000130892,1.55E-07,3.02E-06,7.60E-07,0.996906677,0.999605677,0.98940091,2.54E-07,YES
PLA1A-N365-H5N4F2,10341031.05,9500311.044,,,,4671566.619,3799468.892,6048443.557,,,,4013416.692,,7998102.774,15546808.48,11805455.64,8191675.858,3584560.491,10424678.79,,,7296626.798,15313303.46,6345963.655,,2240275.185,8780538.678,26684265.61,5635773.664,4285224.479,8400587.992,,4097694.428,5230936.353,9185882.926,6834638.825,8389878.103,2184392.831,,18229350.02,29486952.21,62700214.2,38156578.61,7701823.916,6009638.905,2752341.74,3936500.651,6310139.848,3820323.125,12303398.72,5464850.963,8806289.285,8026349.51,4027973.555,6482364.993,>>NormaExpression,23.30187684,23.17954347,0,0,0,22.15547532,21.85736671,22.52813275,0,0,0,21.93639988,0,22.93122657,23.8901152,23.49295051,22.96572737,21.77336521,23.31349973,0,0,22.79879843,23.8682823,22.59740806,0,21.09524517,23.06587818,24.66948603,22.4261825,22.03093969,23.00205905,0,21.96638133,22.31863806,23.13098712,22.70443388,23.00021859,21.05880156,0,24.11975987,24.81357343,25.90196706,25.18542852,22.8767689,22.51884712,21.3922287,21.90848265,22.58924078,21.86526361,23.55255369,22.38175098,23.07010297,22.93631273,21.94162314,22.62808905,>>DiffResult,13.66628398,18.25522204,18.13012795,24.259317,22.42656483,10.59303302,0.072028969,0.737409199,0.715881634,0.999999793,0.830213574,0.15631671,0.751754726,0.996043025,0.694681974,0.112936713,0.844753617,0.13344194,NO
